metric_name,Date,day_score
TREE MAINTENANCE ON-TIME %,1/24/2018,1.213235294
311 CALL CENTER PERFORMANCE,1/25/2018,0.997229917
311 CONSTITUENT EXPERIENCE SURVEYS,1/25/2018,NA
BFD INCIDENTS,1/25/2018,22.69312169
BFD RESPONSE TIME,1/25/2018,1.111111111
BPS ATTENDANCE,1/25/2018,NA
CITY SERVICES SATISFACTION SURVEYS,1/25/2018,1.125
CODE ENFORCEMENT ON-TIME %,1/25/2018,1.232394366
CODE ENFORCEMENT TRASH COLLECTION,1/25/2018,1.25
EMS RESPONSE TIME,1/25/2018,0.60100187
GRAFFITI ON-TIME %,1/25/2018,NA
HOMICIDES (TREND),1/25/2018,NA
LIBRARY USERS,1/25/2018,1.195759629
MISSED TRASH ON-TIME %,1/25/2018,1.164772727
PARKS MAINTENANCE ON-TIME %,1/25/2018,1.145833333
PART 1 CRIMES,1/25/2018,1.676518883
POTHOLE ON-TIME %,1/25/2018,0.8
SHOOTINGS (TREND),1/25/2018,NA
SIGN INSTALLATION ON-TIME %,1/25/2018,1.25
SIGNAL REPAIR ON-TIME %,1/25/2018,1.25
STABBINGS (TREND),1/25/2018,NA
STREETLIGHT ON-TIME %,1/25/2018,1.25
TREE MAINTENANCE ON-TIME %,1/25/2018,1.25
311 CALL CENTER PERFORMANCE,1/26/2018,1.002506266
311 CONSTITUENT EXPERIENCE SURVEYS,1/26/2018,NA
BFD INCIDENTS,1/26/2018,204.2380952
BFD RESPONSE TIME,1/26/2018,1.111111111
BPS ATTENDANCE,1/26/2018,NA
CITY SERVICES SATISFACTION SURVEYS,1/26/2018,0.75
CODE ENFORCEMENT ON-TIME %,1/26/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,1/26/2018,1.25
GRAFFITI ON-TIME %,1/26/2018,NA
HOMICIDES (TREND),1/26/2018,NA
LIBRARY USERS,1/26/2018,1.005129481
MISSED TRASH ON-TIME %,1/26/2018,1.209677419
PARKS MAINTENANCE ON-TIME %,1/26/2018,1.25
PART 1 CRIMES,1/26/2018,2.113871636
POTHOLE ON-TIME %,1/26/2018,0.75
SHOOTINGS (TREND),1/26/2018,NA
SIGN INSTALLATION ON-TIME %,1/26/2018,0.416666667
SIGNAL REPAIR ON-TIME %,1/26/2018,1.111111111
STABBINGS (TREND),1/26/2018,NA
STREETLIGHT ON-TIME %,1/26/2018,1.25
TREE MAINTENANCE ON-TIME %,1/26/2018,1.25
311 CALL CENTER PERFORMANCE,1/27/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,1/27/2018,1
BFD INCIDENTS,1/27/2018,18.56709957
BFD RESPONSE TIME,1/27/2018,0.777777778
BPS ATTENDANCE,1/27/2018,NA
CITY SERVICES SATISFACTION SURVEYS,1/27/2018,0.821428571
CODE ENFORCEMENT ON-TIME %,1/27/2018,1.145833333
CODE ENFORCEMENT TRASH COLLECTION,1/27/2018,1.25
GRAFFITI ON-TIME %,1/27/2018,1.25
HOMICIDES (TREND),1/27/2018,NA
LIBRARY USERS,1/27/2018,1.043429602
MISSED TRASH ON-TIME %,1/27/2018,1.148648649
PARKS MAINTENANCE ON-TIME %,1/27/2018,0.625
PART 1 CRIMES,1/27/2018,1.944761905
POTHOLE ON-TIME %,1/27/2018,0.741525424
SHOOTINGS (TREND),1/27/2018,0.904761905
SIGN INSTALLATION ON-TIME %,1/27/2018,0.909090909
SIGNAL REPAIR ON-TIME %,1/27/2018,0.892857143
STABBINGS (TREND),1/27/2018,NA
STREETLIGHT ON-TIME %,1/27/2018,1.071428571
TREE MAINTENANCE ON-TIME %,1/27/2018,0.9375
311 CALL CENTER PERFORMANCE,1/28/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,1/28/2018,NA
BFD INCIDENTS,1/28/2018,NA
BFD RESPONSE TIME,1/28/2018,NA
BPS ATTENDANCE,1/28/2018,NA
CITY SERVICES SATISFACTION SURVEYS,1/28/2018,1
CODE ENFORCEMENT ON-TIME %,1/28/2018,NA
CODE ENFORCEMENT TRASH COLLECTION,1/28/2018,NA
GRAFFITI ON-TIME %,1/28/2018,NA
HOMICIDES (TREND),1/28/2018,NA
LIBRARY USERS,1/28/2018,1.038206858
MISSED TRASH ON-TIME %,1/28/2018,NA
PARKS MAINTENANCE ON-TIME %,1/28/2018,NA
PART 1 CRIMES,1/28/2018,1.246642247
POTHOLE ON-TIME %,1/28/2018,NA
SHOOTINGS (TREND),1/28/2018,0.452380952
SIGN INSTALLATION ON-TIME %,1/28/2018,NA
SIGNAL REPAIR ON-TIME %,1/28/2018,0.833333333
STABBINGS (TREND),1/28/2018,0.428571429
STREETLIGHT ON-TIME %,1/28/2018,0
TREE MAINTENANCE ON-TIME %,1/28/2018,1.25
311 CALL CENTER PERFORMANCE,1/29/2018,1.00877193
311 CONSTITUENT EXPERIENCE SURVEYS,1/29/2018,NA
BFD INCIDENTS,1/29/2018,NA
BFD RESPONSE TIME,1/29/2018,NA
BPS ATTENDANCE,1/29/2018,NA
CITY SERVICES SATISFACTION SURVEYS,1/29/2018,1.138888889
CODE ENFORCEMENT ON-TIME %,1/29/2018,1.207627119
CODE ENFORCEMENT TRASH COLLECTION,1/29/2018,1.25
GRAFFITI ON-TIME %,1/29/2018,NA
HOMICIDES (TREND),1/29/2018,NA
LIBRARY USERS,1/29/2018,0.771565495
MISSED TRASH ON-TIME %,1/29/2018,0
PARKS MAINTENANCE ON-TIME %,1/29/2018,1.25
PART 1 CRIMES,1/29/2018,1.015197568
POTHOLE ON-TIME %,1/29/2018,NA
SHOOTINGS (TREND),1/29/2018,1.523809524
SIGN INSTALLATION ON-TIME %,1/29/2018,NA
SIGNAL REPAIR ON-TIME %,1/29/2018,0.625
STABBINGS (TREND),1/29/2018,NA
STREETLIGHT ON-TIME %,1/29/2018,1.25
TREE MAINTENANCE ON-TIME %,1/29/2018,NA
311 CALL CENTER PERFORMANCE,1/30/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,1/30/2018,NA
BFD INCIDENTS,1/30/2018,26.10714286
BFD RESPONSE TIME,1/30/2018,1.111111111
BPS ATTENDANCE,1/30/2018,NA
CITY SERVICES SATISFACTION SURVEYS,1/30/2018,1.017857143
CODE ENFORCEMENT ON-TIME %,1/30/2018,1.234177215
CODE ENFORCEMENT TRASH COLLECTION,1/30/2018,0.99137931
GRAFFITI ON-TIME %,1/30/2018,1.25
HOMICIDES (TREND),1/30/2018,NA
LIBRARY USERS,1/30/2018,1.229587894
MISSED TRASH ON-TIME %,1/30/2018,1.25
PARKS MAINTENANCE ON-TIME %,1/30/2018,1.25
PART 1 CRIMES,1/30/2018,1.645320197
POTHOLE ON-TIME %,1/30/2018,0.892857143
SHOOTINGS (TREND),1/30/2018,NA
SIGN INSTALLATION ON-TIME %,1/30/2018,0.480769231
SIGNAL REPAIR ON-TIME %,1/30/2018,0.795454545
STABBINGS (TREND),1/30/2018,1.476190476
STREETLIGHT ON-TIME %,1/30/2018,0.551470588
TREE MAINTENANCE ON-TIME %,1/30/2018,1.25
311 CALL CENTER PERFORMANCE,1/31/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,1/31/2018,0.5
BFD INCIDENTS,1/31/2018,20.88571429
BFD RESPONSE TIME,1/31/2018,1.111111111
BPS ATTENDANCE,1/31/2018,NA
CITY SERVICES SATISFACTION SURVEYS,1/31/2018,1.142857143
CODE ENFORCEMENT ON-TIME %,1/31/2018,1.223404255
CODE ENFORCEMENT TRASH COLLECTION,1/31/2018,1.25
GRAFFITI ON-TIME %,1/31/2018,NA
HOMICIDES (TREND),1/31/2018,NA
LIBRARY USERS,1/31/2018,1.115748377
MISSED TRASH ON-TIME %,1/31/2018,1.066176471
PARKS MAINTENANCE ON-TIME %,1/31/2018,0.9375
PART 1 CRIMES,1/31/2018,1.445887446
POTHOLE ON-TIME %,1/31/2018,1.25
SHOOTINGS (TREND),1/31/2018,1.523809524
SIGN INSTALLATION ON-TIME %,1/31/2018,0.703125
SIGNAL REPAIR ON-TIME %,1/31/2018,1.25
STABBINGS (TREND),1/31/2018,NA
STREETLIGHT ON-TIME %,1/31/2018,1.041666667
TREE MAINTENANCE ON-TIME %,1/31/2018,NA
311 CALL CENTER PERFORMANCE,2/1/2018,0.947368421
311 CONSTITUENT EXPERIENCE SURVEYS,2/1/2018,NA
BFD INCIDENTS,2/1/2018,13.92380952
BFD RESPONSE TIME,2/1/2018,0.962962963
BPS ATTENDANCE,2/1/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/1/2018,0.9
CODE ENFORCEMENT ON-TIME %,2/1/2018,1.213235294
CODE ENFORCEMENT TRASH COLLECTION,2/1/2018,1.25
GRAFFITI ON-TIME %,2/1/2018,NA
HOMICIDES (TREND),2/1/2018,NA
LIBRARY USERS,2/1/2018,1.161041972
MISSED TRASH ON-TIME %,2/1/2018,0.9375
PARKS MAINTENANCE ON-TIME %,2/1/2018,0.9375
PART 1 CRIMES,2/1/2018,2.806722689
POTHOLE ON-TIME %,2/1/2018,0.303030303
SHOOTINGS (TREND),2/1/2018,NA
SIGN INSTALLATION ON-TIME %,2/1/2018,0
SIGNAL REPAIR ON-TIME %,2/1/2018,1.25
STABBINGS (TREND),2/1/2018,1.476190476
STREETLIGHT ON-TIME %,2/1/2018,0.568181818
TREE MAINTENANCE ON-TIME %,2/1/2018,1.25
311 CALL CENTER PERFORMANCE,2/2/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/2/2018,NA
BFD INCIDENTS,2/2/2018,20.88571429
BFD RESPONSE TIME,2/2/2018,1.111111111
BPS ATTENDANCE,2/2/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/2/2018,0.611111111
CODE ENFORCEMENT ON-TIME %,2/2/2018,1.201550388
CODE ENFORCEMENT TRASH COLLECTION,2/2/2018,0.961538462
GRAFFITI ON-TIME %,2/2/2018,NA
HOMICIDES (TREND),2/2/2018,NA
LIBRARY USERS,2/2/2018,1.020922481
MISSED TRASH ON-TIME %,2/2/2018,0.930232558
PARKS MAINTENANCE ON-TIME %,2/2/2018,1.25
PART 1 CRIMES,2/2/2018,1.539170507
POTHOLE ON-TIME %,2/2/2018,0.887096774
SHOOTINGS (TREND),2/2/2018,NA
SIGN INSTALLATION ON-TIME %,2/2/2018,0.833333333
SIGNAL REPAIR ON-TIME %,2/2/2018,0.982142857
STABBINGS (TREND),2/2/2018,1.476190476
STREETLIGHT ON-TIME %,2/2/2018,0.454545455
TREE MAINTENANCE ON-TIME %,2/2/2018,1.25
311 CALL CENTER PERFORMANCE,2/3/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/3/2018,1
BFD INCIDENTS,2/3/2018,13.92380952
BFD RESPONSE TIME,2/3/2018,0.854700855
BPS ATTENDANCE,2/3/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/3/2018,0.85
CODE ENFORCEMENT ON-TIME %,2/3/2018,1.166666667
CODE ENFORCEMENT TRASH COLLECTION,2/3/2018,1.25
GRAFFITI ON-TIME %,2/3/2018,NA
HOMICIDES (TREND),2/3/2018,NA
LIBRARY USERS,2/3/2018,0.906114116
MISSED TRASH ON-TIME %,2/3/2018,1.169354839
PARKS MAINTENANCE ON-TIME %,2/3/2018,0.833333333
PART 1 CRIMES,2/3/2018,2.806722689
POTHOLE ON-TIME %,2/3/2018,1.25
SHOOTINGS (TREND),2/3/2018,NA
SIGN INSTALLATION ON-TIME %,2/3/2018,1.25
SIGNAL REPAIR ON-TIME %,2/3/2018,0.95
STABBINGS (TREND),2/3/2018,1.476190476
STREETLIGHT ON-TIME %,2/3/2018,0.25
TREE MAINTENANCE ON-TIME %,2/3/2018,1.25
311 CALL CENTER PERFORMANCE,2/4/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/4/2018,NA
BFD INCIDENTS,2/4/2018,NA
BFD RESPONSE TIME,2/4/2018,NA
BPS ATTENDANCE,2/4/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/4/2018,0.5
CODE ENFORCEMENT ON-TIME %,2/4/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,2/4/2018,1.25
GRAFFITI ON-TIME %,2/4/2018,NA
HOMICIDES (TREND),2/4/2018,NA
LIBRARY USERS,2/4/2018,0.999850059
MISSED TRASH ON-TIME %,2/4/2018,NA
PARKS MAINTENANCE ON-TIME %,2/4/2018,0
PART 1 CRIMES,2/4/2018,1.835164835
POTHOLE ON-TIME %,2/4/2018,NA
SHOOTINGS (TREND),2/4/2018,1.523809524
SIGN INSTALLATION ON-TIME %,2/4/2018,NA
SIGNAL REPAIR ON-TIME %,2/4/2018,1.25
STABBINGS (TREND),2/4/2018,1.476190476
STREETLIGHT ON-TIME %,2/4/2018,1.25
TREE MAINTENANCE ON-TIME %,2/4/2018,NA
311 CALL CENTER PERFORMANCE,2/5/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/5/2018,NA
BFD INCIDENTS,2/5/2018,NA
BFD RESPONSE TIME,2/5/2018,NA
BPS ATTENDANCE,2/5/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/5/2018,1
CODE ENFORCEMENT ON-TIME %,2/5/2018,1.213768116
CODE ENFORCEMENT TRASH COLLECTION,2/5/2018,1.176470588
GRAFFITI ON-TIME %,2/5/2018,NA
HOMICIDES (TREND),2/5/2018,NA
LIBRARY USERS,2/5/2018,0.743522796
MISSED TRASH ON-TIME %,2/5/2018,NA
PARKS MAINTENANCE ON-TIME %,2/5/2018,NA
PART 1 CRIMES,2/5/2018,1.757936508
POTHOLE ON-TIME %,2/5/2018,NA
SHOOTINGS (TREND),2/5/2018,NA
SIGN INSTALLATION ON-TIME %,2/5/2018,NA
SIGNAL REPAIR ON-TIME %,2/5/2018,1.111111111
STABBINGS (TREND),2/5/2018,0.666666667
STREETLIGHT ON-TIME %,2/5/2018,1.25
TREE MAINTENANCE ON-TIME %,2/5/2018,NA
311 CALL CENTER PERFORMANCE,2/6/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/6/2018,NA
BFD INCIDENTS,2/6/2018,10.72380952
BFD RESPONSE TIME,2/6/2018,1
BPS ATTENDANCE,2/6/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/6/2018,0.40625
CODE ENFORCEMENT ON-TIME %,2/6/2018,1.086448598
CODE ENFORCEMENT TRASH COLLECTION,2/6/2018,1.071428571
GRAFFITI ON-TIME %,2/6/2018,NA
HOMICIDES (TREND),2/6/2018,NA
LIBRARY USERS,2/6/2018,1.177103836
MISSED TRASH ON-TIME %,2/6/2018,1.196808511
PARKS MAINTENANCE ON-TIME %,2/6/2018,1.25
PART 1 CRIMES,2/6/2018,1.360983103
POTHOLE ON-TIME %,2/6/2018,0.474137931
SHOOTINGS (TREND),2/6/2018,NA
SIGN INSTALLATION ON-TIME %,2/6/2018,1.25
SIGNAL REPAIR ON-TIME %,2/6/2018,1.1875
STABBINGS (TREND),2/6/2018,1
STREETLIGHT ON-TIME %,2/6/2018,0.9375
TREE MAINTENANCE ON-TIME %,2/6/2018,0.625
311 CALL CENTER PERFORMANCE,2/7/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/7/2018,NA
BFD INCIDENTS,2/7/2018,23.83068783
BFD RESPONSE TIME,2/7/2018,0.972222222
BPS ATTENDANCE,2/7/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/7/2018,0.75
CODE ENFORCEMENT ON-TIME %,2/7/2018,1.168831169
CODE ENFORCEMENT TRASH COLLECTION,2/7/2018,1.25
GRAFFITI ON-TIME %,2/7/2018,0.1875
HOMICIDES (TREND),2/7/2018,NA
LIBRARY USERS,2/7/2018,1.143000603
MISSED TRASH ON-TIME %,2/7/2018,1
PARKS MAINTENANCE ON-TIME %,2/7/2018,0.5
PART 1 CRIMES,2/7/2018,1.506802721
POTHOLE ON-TIME %,2/7/2018,0.709459459
SHOOTINGS (TREND),2/7/2018,NA
SIGN INSTALLATION ON-TIME %,2/7/2018,1.145833333
SIGNAL REPAIR ON-TIME %,2/7/2018,1.111111111
STABBINGS (TREND),2/7/2018,2
STREETLIGHT ON-TIME %,2/7/2018,0.568181818
TREE MAINTENANCE ON-TIME %,2/7/2018,1.198979592
311 CALL CENTER PERFORMANCE,2/8/2018,0.827067669
311 CONSTITUENT EXPERIENCE SURVEYS,2/8/2018,NA
BFD INCIDENTS,2/8/2018,26.80952381
BFD RESPONSE TIME,2/8/2018,0.972222222
BPS ATTENDANCE,2/8/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/8/2018,0.65625
CODE ENFORCEMENT ON-TIME %,2/8/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,2/8/2018,1.25
GRAFFITI ON-TIME %,2/8/2018,NA
HOMICIDES (TREND),2/8/2018,NA
LIBRARY USERS,2/8/2018,1.105884716
MISSED TRASH ON-TIME %,2/8/2018,1.176470588
PARKS MAINTENANCE ON-TIME %,2/8/2018,1.041666667
PART 1 CRIMES,2/8/2018,1.454844007
POTHOLE ON-TIME %,2/8/2018,NA
SHOOTINGS (TREND),2/8/2018,NA
SIGN INSTALLATION ON-TIME %,2/8/2018,0.869565217
SIGNAL REPAIR ON-TIME %,2/8/2018,1.05
STABBINGS (TREND),2/8/2018,1
STREETLIGHT ON-TIME %,2/8/2018,0.714285714
TREE MAINTENANCE ON-TIME %,2/8/2018,1.041666667
311 CALL CENTER PERFORMANCE,2/9/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/9/2018,NA
BFD INCIDENTS,2/9/2018,30.63945578
BFD RESPONSE TIME,2/9/2018,1.111111111
BPS ATTENDANCE,2/9/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/9/2018,0.416666667
CODE ENFORCEMENT ON-TIME %,2/9/2018,1.225
CODE ENFORCEMENT TRASH COLLECTION,2/9/2018,1.214285714
GRAFFITI ON-TIME %,2/9/2018,NA
HOMICIDES (TREND),2/9/2018,NA
LIBRARY USERS,2/9/2018,0.980196827
MISSED TRASH ON-TIME %,2/9/2018,1.25
PARKS MAINTENANCE ON-TIME %,2/9/2018,1.25
PART 1 CRIMES,2/9/2018,1.205442177
POTHOLE ON-TIME %,2/9/2018,0.641891892
SHOOTINGS (TREND),2/9/2018,1
SIGN INSTALLATION ON-TIME %,2/9/2018,0.661764706
SIGNAL REPAIR ON-TIME %,2/9/2018,1.166666667
STABBINGS (TREND),2/9/2018,2
STREETLIGHT ON-TIME %,2/9/2018,0.625
TREE MAINTENANCE ON-TIME %,2/9/2018,1.09375
311 CALL CENTER PERFORMANCE,2/10/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/10/2018,NA
BFD INCIDENTS,2/10/2018,23.83068783
BFD RESPONSE TIME,2/10/2018,0.987654321
BPS ATTENDANCE,2/10/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/10/2018,1.1875
CODE ENFORCEMENT ON-TIME %,2/10/2018,1.234177215
CODE ENFORCEMENT TRASH COLLECTION,2/10/2018,1.25
GRAFFITI ON-TIME %,2/10/2018,NA
HOMICIDES (TREND),2/10/2018,NA
LIBRARY USERS,2/10/2018,0.978630247
MISSED TRASH ON-TIME %,2/10/2018,1.25
PARKS MAINTENANCE ON-TIME %,2/10/2018,1.25
PART 1 CRIMES,2/10/2018,1.406349206
POTHOLE ON-TIME %,2/10/2018,0.637254902
SHOOTINGS (TREND),2/10/2018,NA
SIGN INSTALLATION ON-TIME %,2/10/2018,NA
SIGNAL REPAIR ON-TIME %,2/10/2018,1.25
STABBINGS (TREND),2/10/2018,NA
STREETLIGHT ON-TIME %,2/10/2018,0.528846154
TREE MAINTENANCE ON-TIME %,2/10/2018,NA
311 CALL CENTER PERFORMANCE,2/11/2018,0.977443609
311 CONSTITUENT EXPERIENCE SURVEYS,2/11/2018,NA
BFD INCIDENTS,2/11/2018,NA
BFD RESPONSE TIME,2/11/2018,NA
BPS ATTENDANCE,2/11/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/11/2018,0.75
CODE ENFORCEMENT ON-TIME %,2/11/2018,NA
CODE ENFORCEMENT TRASH COLLECTION,2/11/2018,NA
GRAFFITI ON-TIME %,2/11/2018,NA
HOMICIDES (TREND),2/11/2018,NA
LIBRARY USERS,2/11/2018,0.985619602
MISSED TRASH ON-TIME %,2/11/2018,1.25
PARKS MAINTENANCE ON-TIME %,2/11/2018,NA
PART 1 CRIMES,2/11/2018,1.687619048
POTHOLE ON-TIME %,2/11/2018,NA
SHOOTINGS (TREND),2/11/2018,NA
SIGN INSTALLATION ON-TIME %,2/11/2018,NA
SIGNAL REPAIR ON-TIME %,2/11/2018,1.25
STABBINGS (TREND),2/11/2018,2
STREETLIGHT ON-TIME %,2/11/2018,1
TREE MAINTENANCE ON-TIME %,2/11/2018,NA
311 CALL CENTER PERFORMANCE,2/12/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/12/2018,NA
BFD INCIDENTS,2/12/2018,NA
BFD RESPONSE TIME,2/12/2018,NA
BPS ATTENDANCE,2/12/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/12/2018,1.25
CODE ENFORCEMENT ON-TIME %,2/12/2018,1.226851852
CODE ENFORCEMENT TRASH COLLECTION,2/12/2018,1.25
GRAFFITI ON-TIME %,2/12/2018,NA
HOMICIDES (TREND),2/12/2018,NA
LIBRARY USERS,2/12/2018,0.932270916
MISSED TRASH ON-TIME %,2/12/2018,NA
PARKS MAINTENANCE ON-TIME %,2/12/2018,NA
PART 1 CRIMES,2/12/2018,1.033613445
POTHOLE ON-TIME %,2/12/2018,NA
SHOOTINGS (TREND),2/12/2018,NA
SIGN INSTALLATION ON-TIME %,2/12/2018,NA
SIGNAL REPAIR ON-TIME %,2/12/2018,1.25
STABBINGS (TREND),2/12/2018,0.69047619
STREETLIGHT ON-TIME %,2/12/2018,1.25
TREE MAINTENANCE ON-TIME %,2/12/2018,NA
311 CALL CENTER PERFORMANCE,2/13/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/13/2018,NA
BFD INCIDENTS,2/13/2018,17.67399267
BFD RESPONSE TIME,2/13/2018,1.018518519
BPS ATTENDANCE,2/13/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/13/2018,0.5
CODE ENFORCEMENT ON-TIME %,2/13/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,2/13/2018,1.25
GRAFFITI ON-TIME %,2/13/2018,0.625
HOMICIDES (TREND),2/13/2018,NA
LIBRARY USERS,2/13/2018,1.216938697
MISSED TRASH ON-TIME %,2/13/2018,1.25
PARKS MAINTENANCE ON-TIME %,2/13/2018,1.25
PART 1 CRIMES,2/13/2018,1.757142857
POTHOLE ON-TIME %,2/13/2018,0.964912281
SHOOTINGS (TREND),2/13/2018,0.333333333
SIGN INSTALLATION ON-TIME %,2/13/2018,0.833333333
SIGNAL REPAIR ON-TIME %,2/13/2018,1.052631579
STABBINGS (TREND),2/13/2018,NA
STREETLIGHT ON-TIME %,2/13/2018,1.041666667
TREE MAINTENANCE ON-TIME %,2/13/2018,1.25
311 CALL CENTER PERFORMANCE,2/14/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/14/2018,1.25
BFD INCIDENTS,2/14/2018,22.97619048
BFD RESPONSE TIME,2/14/2018,0.864197531
BPS ATTENDANCE,2/14/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/14/2018,1.25
CODE ENFORCEMENT ON-TIME %,2/14/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,2/14/2018,1.25
GRAFFITI ON-TIME %,2/14/2018,NA
HOMICIDES (TREND),2/14/2018,NA
LIBRARY USERS,2/14/2018,1.180311014
MISSED TRASH ON-TIME %,2/14/2018,1.166666667
PARKS MAINTENANCE ON-TIME %,2/14/2018,0.955882353
PART 1 CRIMES,2/14/2018,1.405714286
POTHOLE ON-TIME %,2/14/2018,0.892857143
SHOOTINGS (TREND),2/14/2018,NA
SIGN INSTALLATION ON-TIME %,2/14/2018,0.965909091
SIGNAL REPAIR ON-TIME %,2/14/2018,1.25
STABBINGS (TREND),2/14/2018,1.380952381
STREETLIGHT ON-TIME %,2/14/2018,0.694444444
TREE MAINTENANCE ON-TIME %,2/14/2018,1.0625
311 CALL CENTER PERFORMANCE,2/15/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/15/2018,NA
BFD INCIDENTS,2/15/2018,22.97619048
BFD RESPONSE TIME,2/15/2018,0.864197531
BPS ATTENDANCE,2/15/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/15/2018,0.791666667
CODE ENFORCEMENT ON-TIME %,2/15/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,2/15/2018,1.25
GRAFFITI ON-TIME %,2/15/2018,0.294117647
HOMICIDES (TREND),2/15/2018,NA
LIBRARY USERS,2/15/2018,1.150494795
MISSED TRASH ON-TIME %,2/15/2018,1.25
PARKS MAINTENANCE ON-TIME %,2/15/2018,0.227272727
PART 1 CRIMES,2/15/2018,1.171428571
POTHOLE ON-TIME %,2/15/2018,0.823863636
SHOOTINGS (TREND),2/15/2018,NA
SIGN INSTALLATION ON-TIME %,2/15/2018,0.982142857
SIGNAL REPAIR ON-TIME %,2/15/2018,1.25
STABBINGS (TREND),2/15/2018,NA
STREETLIGHT ON-TIME %,2/15/2018,0.460526316
TREE MAINTENANCE ON-TIME %,2/15/2018,1.204545455
311 CALL CENTER PERFORMANCE,2/16/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/16/2018,NA
BFD INCIDENTS,2/16/2018,19.1468254
BFD RESPONSE TIME,2/16/2018,1.111111111
BPS ATTENDANCE,2/16/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/16/2018,1.166666667
CODE ENFORCEMENT ON-TIME %,2/16/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,2/16/2018,1.25
GRAFFITI ON-TIME %,2/16/2018,0.869565217
HOMICIDES (TREND),2/16/2018,NA
LIBRARY USERS,2/16/2018,1.054491711
MISSED TRASH ON-TIME %,2/16/2018,1.25
PARKS MAINTENANCE ON-TIME %,2/16/2018,1.25
PART 1 CRIMES,2/16/2018,1.033613445
POTHOLE ON-TIME %,2/16/2018,0.875
SHOOTINGS (TREND),2/16/2018,0.333333333
SIGN INSTALLATION ON-TIME %,2/16/2018,1.25
SIGNAL REPAIR ON-TIME %,2/16/2018,1.25
STABBINGS (TREND),2/16/2018,NA
STREETLIGHT ON-TIME %,2/16/2018,0.657894737
TREE MAINTENANCE ON-TIME %,2/16/2018,1.209016393
311 CALL CENTER PERFORMANCE,2/17/2018,1.052631579
311 CONSTITUENT EXPERIENCE SURVEYS,2/17/2018,1.25
BFD INCIDENTS,2/17/2018,38.29365079
BFD RESPONSE TIME,2/17/2018,0.925925926
BPS ATTENDANCE,2/17/2018,NA
CITY SERVICES SATISFACTION SURVEYS,2/17/2018,0.25
CODE ENFORCEMENT ON-TIME %,2/17/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,2/17/2018,1.25
GRAFFITI ON-TIME %,2/17/2018,NA
HOMICIDES (TREND),2/17/2018,NA
LIBRARY USERS,2/17/2018,0.953476417
MISSED TRASH ON-TIME %,2/17/2018,1.25
PARKS MAINTENANCE ON-TIME %,2/17/2018,1.25
PART 1 CRIMES,2/17/2018,1.21182266
POTHOLE ON-TIME %,2/17/2018,0.689655172
SHOOTINGS (TREND),2/17/2018,NA
SIGN INSTALLATION ON-TIME %,2/17/2018,0
SIGNAL REPAIR ON-TIME %,2/17/2018,1.25
STABBINGS (TREND),2/17/2018,1.380952381
STREETLIGHT ON-TIME %,2/17/2018,1.041666667
TREE MAINTENANCE ON-TIME %,2/17/2018,1.25
